sentence_id,words,labels
14,रेडक्रस,I-ORG
14,सोसाइटी,I-ORG
14,बर्दिया,I-ORG
14,को,O
14,सं,O
14,युक्त,O
14,तत्वावधान,O
14,मा,O
14,भूरी,O
14,गाँउ,O
14,मा,O
14,स्थानिय,O
14,शिक्षक,O
14,विद्यार्थी,O
14,र,O
14,समाजसेवी,O
14,हरु,O
14,को,O
14,सक्रिय,O
14,सहभागिता,O
14,मा,O
14,नोवेम्वर,O
14,देखि,O
14,नोवेम्वर,O
14,सम्म,O
14,नेत्र,O
14,चिकित्सा,O
14,शिवीर,O
14,संचालन,O
14,भयो,O
14,।,O
15,तर,O
15,त्यस,O
15,को,O
15,भोलिपल्ट,O
15,माओवादी,B-ORG
15,का,O
15,डेपुटी,O
15,कमान्डर,O
15,नन्दकिशोर,B-PER
15,पुन,I-PER
15,पासाङ,I-PER
15,ले,O
15,घुमाउरो,O
15,पारा,O
15,ले,O
15,विप्लव,B-PER
15,को,O
15,भनाइ,O
15,को,O
15,खण्डन,O
15,गरे,O
15,।,O
16,तर,O
16,नेपाल,B-LOC
16,का,O
16,सर्न्दर्भ,O
16,मा,O
16,विज्ञान,O
16,अरू,O
16,का,O
16,उपलब्धि,O
16,को,O
16,अभ्यास,O
16,मा,O
16,खुम्चिए,O
16,को,O
16,छ,O
16,।,O
17,मन्त्री,O
17,नेपाली,B-PER
17,गृहनगर,O
17,मा,O
17,सबै,O
17,तयारी,O
17,सिध्याएर,O
17,बुधबार,O
17,काठमाडौं,B-LOC
17,आउनेछन्,O
17,।,O
18,पञ्चायती,O
18,काल,O
18,मा,O
18,नभए,O
18,को,O
18,काम,O
18,कारवाही,O
18,ले,O
18,गर्दा,O
18,जनता,O
18,हरू,O
18,आतङ्कीत,O
18,हुन,O
18,पुगे,O
18,को,O
18,हुना,O
18,ले,O
18,सत्ताधारी,O
18,वाम,O
18,काङ्ग,O
18,को,O
18,मन्त्रीपरिषद,B-ORG
18,विगठन,O
18,गरी,O
18,निष्पक्ष,O
18,सरकार,O
18,गठन,O
18,गरि,O
18,योस्,O
18,भन्ने,O
18,हाम्रो,O
18,धारणा,O
18,रहे,O
18,को,O
18,छ,O
18,।,O
19,काङ्ग्रेस,B-ORG
19,केन्द्रीय,O
19,आमन्त्रित,O
19,सदस्य,O
19,तथा,O
19,राष्ट्रपति,O
19,यादव,B-PER
19,का,O
19,निकटस्थ,O
19,मित्र,O
19,आनन्द,B-PER
19,ढुङ्गाना,I-PER
19,का,O
19,शब्द,O
19,मा,O
19,मन,O
19,मा,O
19,लागे,O
19,को,O
19,कुरा,O
19,खरो,O
19,र,O
19,प्रस्ट,O
19,रूपमा,O
19,बोल्न,O
19,सक्ने,O
19,र,O
19,राष्ट्रियता,O
19,का,O
19,सवाल,O
19,मा,O
19,नि,O
19,कै,O
19,संवेदन,O
19,शील,O
19,राष्ट्रपति,O
19,यादव,B-PER
19,काङ्ग्रेस,B-ORG
19,को,O
19,राष्ट्रियता,O
19,प्रजातन्त्र,O
19,र,O
19,समाजवाद,O
19,का,O
19,पछुवा,O
19,हुन्,O
19,।,O
20,राजीना,O
20,मा,O
20,दिएर,O
20,बसे,O
20,का,O
20,शिक्षा,O
20,तथा,O
20,खेलकुदमन्त्री,O
20,प्रदीप,B-PER
20,नेपाल,I-PER
20,पनि,O
20,जीवनराम,B-PER
20,कै,O
20,बोली,O
20,मा,O
20,लोली,O
20,मिलाउँछन्,O
20,।,O
21,एमाले,B-ORG
21,का,O
21,श्री,O
21,भरतमोहन,B-PER
21,अधिकारी,I-PER
21,ले,O
21,कर्मचारी,O
21,समस्या,O
21,लाई,O
21,सार्वजनिक,O
21,महत्व,O
21,का,O
21,विषय,O
21,बनाई,O
21,बहस,O
21,को,O
21,लागि,O
21,एक,O
21,प्रस्ताब,O
21,आईतबार,O
21,पेश,O
21,गर्नुभए,O
21,को,O
21,रहेछ,O
21,।,O
22,पंचायती,O
22,व्यवस्था,O
22,रहँदा,O
22,अर्,O
22,का,O
22,भूत,O
22,पूर्व,O
22,पंचायती,O
22,प्रधानमन्त्री,O
22,सूर्यबहादुर,B-PER
22,थापा,I-PER
22,ले,O
22,पनि,O
22,यस्तै,O
22,विचार,O
22,व्यक्त,O
22,गर्नु,O
22,भए,O
22,को,O
22,थियो,O
22,र,O
22,त्यस,O
22,विचार,O
22,ले,O
22,राजधानी,O
22,का,O
22,बुद्धिजीवी,O
22,हरू,O
22,लाई,O
22,चस्स,O
22,बिझाए,O
22,को,O
22,थियो,O
22,।,O
23,पश्चिमी,O
23,ना,O
23,का,O
23,गड्डाचौ,B-LOC
23,की,O
23,बाट,O
23,हुने,O
23,मानव,O
23,बेचविखन,O
23,विरुद्ध,O
23,सं,O
23,युक्त,O
23,रूपमा,O
23,काम,O
23,गर्ने,O
23,उनी,O
23,हरूको,O
23,योजना,O
23,छ,O
23,।,O
24,कालीकोट,B-LOC
24,सँग,O
24,सिमाना,O
24,जोडिए,O
24,को,O
24,दैलेख,B-LOC
24,को,O
24,पीपलकोट,B-ORG
24,गाविस,I-ORG
24,मा,O
24,झाडापखाला,O
24,को,O
24,प्रकोप,O
24,देखिन,O
24,थाले,O
24,पछि,O
24,सिंहासैन,B-ORG
24,गाविस,I-ORG
24,मा,O
24,रहे,O
24,को,O
24,नेपाली,B-ORG
24,सेना,I-ORG
24,को,O
24,बेसक्याम्प,O
24,बाट,O
24,र,O
24,स्थानीय,O
24,स्वास्थ्यकर्मी,O
24,ले,O
24,उपचार,O
24,गरिरहे,O
24,को,O
24,र,O
24,जिल्ला,B-ORG
24,स्वास्थ्य,I-ORG
24,कार्यालय,I-ORG
24,बाट,O
24,थप,O
24,औषधि,O
24,सहित,O
24,स्वास्थ्यकर्मी,O
24,को,O
24,टोली,O
24,प्रभावित,O
24,क्षेत्र,O
24,मा,O
24,पठाए,O
24,को,O
24,जिल्ला,B-ORG
24,स्वास्थ्य,I-ORG
24,कार्यालय,I-ORG
24,ले,O
24,जान,O
24,कारी,O
24,दिए,O
24,को,O
24,छ,O
24,।,O
25,तर,O
25,अपिल,B-ORG
25,अदालत,I-ORG
25,बारे,O
25,हुने,O
25,विवेक,O
25,पूर्ण,O
25,निर्णय,O
25,यो,O
25,समाचार,O
25,लेख्दा,O
25,सम्म,O
25,भए,O
25,को,O
25,छैन,O
25,।,O
26,सूत्र,O
26,हरू,O
26,का,O
26,अनुसार,O
26,राष्ट्र,B-ORG
26,संघीय,I-ORG
26,शान्ति,I-ORG
26,सेना,I-ORG
26,को,O
26,लेवनान,B-LOC
26,स्थित,O
26,मुख्यालय,O
26,मा,O
26,पद,O
26,मा,O
26,नियुक्ति,O
26,हुने,O
26,पालो,O
26,यस,O
26,पटक,O
26,नेपाल,B-LOC
26,को,O
26,परे,O
26,को,O
26,ले,O
26,सं,B-ORG
26,युक्त,O
26,राष्ट्र,I-ORG
26,संघीय,I-ORG
26,सुरक्षा,I-ORG
26,परिषद,B-ORG
26,को,O
26,प्रतिनिधित्व,O
26,गर्दै,O
26,सो,O
26,पद,O
26,मा,O
26,नि,O
26,युक्त,O
26,हुन,O
26,योग्य,O
26,नेपाली,O
26,सैनिक,O
26,अधिकृत,O
26,हरू,O
26,सेवा,O
26,निवृत्त,O
26,लेफ्टिनेण्ट,O
26,जनरल,O
26,हरू,O
26,मात्र,O
26,को,O
26,नामावली,O
26,माग्न,O
26,भनेर,O
26,सि.,O
26,गोल्ड,O
26,स्मिथ,O
26,भन्ने,O
26,राष्ट्र,B-ORG
26,संघीय,I-ORG
26,अधिकृत,O
26,हालै,O
26,नेपाल,B-LOC
26,आए,O
26,का,O
26,थिए,O
26,र,O
26,उन,O
26,ले,O
26,विभिन्न,O
26,सम्वन्धित,O
26,व्यक्ति,O
26,र,O
26,निकाय,O
26,संग,O
26,भेटघाट,O
26,गरे,O
26,का,O
26,थिए,O
26,।,O
27,टर्की,B-LOC
27,ले,O
27,सेमिफाइनल,O
27,को,O
27,यात्रा,O
27,गरे,O
27,को,O
27,खुसीयाली,O
27,मा,O
27,फुटबलप्रेमी,O
27,हरूले,O
27,हवाई,O
27,फायर,O
27,गर्दा,O
27,जना,O
27,घाइते,O
27,हुन,O
27,पुगे,O
27,।,O
28,र,O
28,एमाले,B-ORG
28,सगको,O
28,सहकार्य,O
28,लाई,O
28,त्यति,O
28,महत्त्व,O
28,पनि,O
28,दिएन,O
28,।,O
29,यसो,O
29,गर्दा,O
29,आन्तरकि,O
29,रूपले,O
29,धनी,O
29,किसान,O
29,वा,O
29,जमिन,O
29,का,O
29,अनुप,O
29,स्थित,O
29,मालिक,O
29,हरू,O
29,तथा,O
29,दलाल,O
29,पुँजीपति,O
29,हरूबाट,O
29,ठूलै,O
29,प्रतिरोध,O
29,को,O
29,सामना,O
29,गर्नु,O
29,पर्ने,O
29,तथा,O
29,बाह्य,O
29,रूपमा,O
29,नवउदारवादी,O
29,विश्वव्यापीकरण,O
29,का,O
29,चालक,O
29,शक्ति,O
29,हरू,O
29,अमेरिका,B-LOC
29,बहुराष्ट्रिय,O
29,कम्पनी,O
29,का,O
29,हित,B-ORG
29,हेर्ने,O
29,संस्था,O
29,तथा,O
29,दाता,O
29,हरू,O
29,अनि,O
29,विश्व,B-ORG
29,ब्याङ्क,I-ORG
29,जस्ता,O
29,मञ्च,O
29,हरूको,O
29,दबाब,O
29,झेल्नु,O
29,पर्ने,O
29,हुनसक्छ,O
29,।,O
30,आँखिर,O
30,मा,O
30,जति,O
30,फूर्ति,O
30,गरे,O
30,पनि,O
30,गिरिजा,B-PER
30,सरकार,O
30,ले,O
30,घुँडा,O
30,टेक्न,O
30,करै,O
30,लाग्यो,O
30,कर्मचारी,O
30,आन्दोलन,O
30,केही,O
30,होईन,O
30,भन्दा,O
30,भन्दै,O
30,यस,O
30,लाई,O
30,दबाउन,O
30,सरकार,O
30,ले,O
30,अनेक,O
30,हथकण्डा,O
30,अपनाउनु,O
30,पर्यो,O
30,।,O
31,नेपाल,B-LOC
31,मा,O
31,लोडसेडिङ,O
31,घटाउने,O
31,परियोजना,O
31,को,O
31,उद्धेश्य,O
31,रहे,O
31,को,O
31,छ,O
31,।,O
32,बालकृष्ण,B-PER
32,रूपा,I-PER
32,वासी,O
32,",",O
32,भवानी,B-PER
32,घिमिरे,I-PER
32,",",O
32,माधव,B-PER
32,खनाल,I-PER
32,भावुक,O
32,",",O
32,राधा,B-PER
32,घिमिरे,I-PER
32,",",O
32,दुर्गाबहादुर,B-PER
32,बर्मा,I-PER
32,हरू,O
32,सबै,O
32,लाई,O
32,आफ्ना,O
32,रचना,O
32,हरू,O
32,सुनाए,O
32,।,O
33,उनी,O
33,माओवादी,B-ORG
33,का,O
33,सबै,O
33,वरिष्ठ,O
33,नेता,O
33,हरूलाई,O
33,मन्त्रिमण्डल,B-ORG
33,मा,O
33,समेट्न,O
33,चाहन्छन्,O
33,।,O
34,माओवादी,B-ORG
34,ले,O
34,अधिनायकबाद,O
34,लाद्न,O
34,खोजे,O
34,को,O
34,भन्दै,O
34,उन,O
34,ले,O
34,त्यस,O
34,को,O
34,जनता,O
34,ले,O
34,सशक्त,O
34,प्रतिवाद,O
34,गर्ने,O
34,बताए,O
34,।,O
35,डिमोन,B-PER
35,लिम्बू,I-PER
35,काठमाडौं,B-LOC
35,अत्यन्तै,O
35,सान्दर्भिक,O
35,विश्लेषण,O
35,गर्नुभएछ,O
35,प्रा,O
35,कृष्ण,B-PER
35,खनाल,I-PER
35,ले,O
35,।,O
36,माओवादी,B-ORG
36,को,O
36,कथित,O
36,नयाँ,O
36,सत्ता,O
36,लाई,O
36,पुरानो,O
36,सत्ता,O
36,मा,O
36,विलीन,O
36,बनाए,O
36,पछि,O
36,पुरानो,O
36,सत्ता,O
36,को,O
36,रङ्ग,O
36,मा,O
36,माओवादी,B-ORG
36,पनि,O
36,रङ्गियो,O
36,।,O
37,मेरो,O
37,खेल,O
37,को,O
37,सुरुवात,O
37,केही,O
37,सुस्त,O
37,रह्यो,O
37,तर,O
37,खेल,O
37,मा,O
37,र्फकनु,O
37,राम्रो,O
37,पक्ष,O
37,थियो,O
37,सारापोभा,B-PER
37,ले,O
37,भनिन्,O
37,मेरो,O
37,विचार,O
37,मा,O
37,दोस्रो,O
37,सेट,O
37,राम्रो,O
37,रह्यो,O
37,तर,O
37,त्यो,O
37,सेट,O
37,मै,O
37,ले,O
37,गुमाएँ,O
37,।,O
38,राष्ट्रिय,B-ORG
38,सङ्घ,I-ORG
38,हरूको,O
38,निर्वाचन,O
38,नगर्राई,O
38,नेओक,B-ORG
38,को,O
38,निर्वाचन,O
38,गर्न,O
38,नहुने,O
38,अडान,O
38,राखेर,O
38,राखेप,B-ORG
38,मा,O
38,तालाबन्दी,O
38,गरे,O
38,को,O
38,थियो,O
38,गणतान्त्रिक,B-ORG
38,खेलकुद,I-ORG
38,महासङ्घ,I-ORG
38,ले,O
38,।,O
39,जिल्ला,O
39,दैवीप्रकोप,O
39,उद्धार,O
39,समिति,O
39,का,O
39,अनुसार,O
39,शिवखोर,B-LOC
39,",",O
39,कजरहवा,B-LOC
39,",",O
39,हदौना,B-LOC
39,",",O
39,बगुवा,B-LOC
39,",",O
39,सरिगहवा,B-LOC
39,र,O
39,वनकट्टी,B-LOC
39,लगायतका,O
39,गाउँ,O
39,पूरै,O
39,जलमग्न,O
39,छन्,O
39,।,O
40,काठमाडौ,B-LOC
40,आएर,O
40,कानुन,O
40,मा,O
40,स्नातक,O
40,गरे,O
40,पछि,O
40,ज्योति,O
40,ले,O
40,हरि,B-PER
40,उप्रेतीसगै,I-PER
40,काम,O
40,गरे,O
40,तीन,O
40,वर्ष,O
40,।,O
41,सके,O
41,सम्म,O
41,सहमति,O
41,का,O
41,आधार,O
41,मा,O
41,माओवादी,B-ORG
41,नेतृत्व,O
41,को,O
41,सरकार,O
41,बन्नु,O
41,पर्ने,O
41,उनी,O
41,हरूको,O
41,भनाइ,O
41,छ,O
41,।,O
42,सिर्जना,B-PER
42,ले,O
42,अलिकति,O
42,पानी,O
42,अजुली,O
42,मा,O
42,राखेर,O
42,वीरबहादुर,B-PER
42,ले,O
42,ढोका,O
42,को,O
42,पाइटो,O
42,मा,O
42,राखेको,O
42,स्यान्डिल,O
42,मा,O
42,र्छर्किई,O
42,।,O
43,माओवादी,B-ORG
43,का,O
43,स्थानीय,O
43,सत्ता,O
43,हरूको,O
43,विघटन,O
43,कब्जा,O
43,गरएि,O
43,का,O
43,घरजग्गा,O
43,फिर्ता,O
43,विस्थापित,O
43,प्रहरी,O
43,चौकी,O
43,हरूको,O
43,पुनःस्थापना,O
43,गिरजिा,B-PER
43,मधेसी,B-ORG
43,मोर्चा,I-ORG
43,बीच,O
43,भएको,O
43,सम्झौता,O
43,को,O
43,र्समर्थन,O
43,राष्ट्रपति,O
43,मा,O
43,रामराजा,B-PER
43,प्रसाद,I-PER
43,सिंह,I-PER
43,को,O
43,चयन,O
43,राष्ट्रपति,O
43,को,O
43,चुनाव,O
43,पछि,O
43,सरकार,O
43,गठन,O
43,को,O
43,पहल,O
43,फोरम,B-ORG
43,सग,O
43,गठबन्धन,O
43,लगायत,O
43,माओवादी,B-ORG
43,को,O
43,बैठक,O
43,मा,O
43,पारति,O
43,भएर,O
43,गरएि,O
43,का,O
43,पहल,O
43,हरू,O
43,थिएनन्,O
43,।,O
44,बुदे,O
44,समझदारी,O
44,पछिको,O
44,राजनीतिक,O
44,घटनाक्रम,O
44,ले,O
44,भारत,B-LOC
44,र,O
44,माओवादी,B-ORG
44,को,O
44,दूरी,O
44,लाई,O
44,अन्य,O
44,राजनीतिक,O
44,दलहरूसरह,O
44,नै,O
44,मेटाइदिए,O
44,को,O
44,छ,O
44,।,O
45,के,O
45,यस,O
45,ले,O
45,अब,O
45,हुने,O
45,स्थानीय,O
45,निर्वाचन,O
45,मा,O
45,नेपाली,B-ORG
45,कांग्रेस,I-ORG
45,लाई,O
45,अत्यधिक,O
45,बहुमत,O
45,प्राप्त,O
45,गर्न,O
45,मदत,O
45,गर्ला,O
45,।,O
46,जेठ,O
46,गते,O
46,संविधानसभा,O
46,को,O
46,पहिलो,O
46,बैठक,O
46,ले,O
46,गणतन्त्र,O
46,नेपाल,B-LOC
46,घोषणा,O
46,गरे,O
46,को,O
46,दिन,O
46,मुलुक,O
46,ले,O
46,पहिलो,O
46,राष्ट्राध्यक्ष,O
46,पाए,O
46,को,O
46,हो,O
46,।,O
47,त्यस्तै,O
47,पीएलए,B-ORG
47,सुदूरपश्चिमाञ्चल,B-LOC
47,",",O
47,मध्यपश्चिमाञ्चल,B-LOC
47,र,O
47,पूर्वाञ्चल,B-LOC
47,ले,O
47,स्वर्ण,O
47,जिते,O
47,।,O
48,त्यतिखेर,O
48,पोखरेल,B-PER
48,ले,O
48,खनाल,B-PER
48,लाई,O
48,कोट्याएर,O
48,भने,O
48,का,O
48,थिए,O
48,यो,O
48,र,O
48,को,O
48,प्रतिनिधि,O
48,हो,O
48,ल,O
48,खत्तम,O
48,बनाउने,O
48,भयो,O
48,केहीबेर,O
48,पछि,O
48,नै,O
48,विष्णु,B-PER
48,पौडेल,I-PER
48,",",O
48,भरतमोहन,B-PER
48,अधिकारी,I-PER
48,र,O
48,भीम,B-PER
48,रावल,I-PER
48,पनि,O
48,त्यहा,O
48,पुगे,O
48,।,O
49,प्रचण्ड,B-PER
49,माओवादी,B-ORG
49,का,O
49,मात्र,O
49,होइन,O
49,सिङ्गो,O
49,राष्ट्र,O
49,को,O
49,प्रधानमन्त्री,O
49,हुन्,O
49,भन्ने,O
49,सामान्य,O
49,ज्ञान,O
49,कम्ती,O
49,मा,O
49,माओवादी,B-ORG
49,पार्टी,O
49,हुनु,O
49,पर्ने,O
49,हो,O
49,।,O
50,आन्दोलनरत,O
50,काँग्रेस,B-ORG
50,",",O
50,एमाले,B-ORG
50,सहितका,O
50,विपक्षी,O
50,दल,O
50,हरुले,O
50,आन्दोलनवाटै,O
50,प्रधानमन्त्री,O
50,डा,O
50,बाबुराम,B-PER
50,भट्टराई,I-PER
50,नेतृत्व,O
50,को,O
50,सरकार,O
50,ढलाउने,O
50,बताइरहे,O
50,का,O
50,बेला,O
50,विपक्षी,O
50,दल,O
50,काँग्रेस,B-ORG
50,की,O
50,नेतृ,O
50,सुजाता,B-PER
50,कोइराला,I-PER
50,ले,O
50,भने,O
50,आफू,O
50,हरूको,O
50,आन्दोलन,O
50,ले,O
50,सरकार,O
50,लाई,O
50,कुनै,O
50,असर,O
50,नगर्ने,O
50,वताउनु,O
50,भएको,O
50,छ,O
50,।,O
51,सधैँ,O
51,भरि,O
51,ढिकीजाँतो,O
51,घाँसदाउरा,O
51,र,O
51,छिमेकी,O
51,को,O
51,मेलापात,O
51,मा,O
51,दिन,O
51,बिताउने,O
51,सुमित्रा,B-PER
51,छोरा,O
51,दीपेश,B-PER
51,सँगै,O
51,स्यानी,B-ORG
51,पोखरी,I-ORG
51,प्राथमिक,I-ORG
51,विद्यालय,I-ORG
51,मा,O
51,कक्षा,O
51,तीन,O
51,मा,O
51,भर्ना,O
51,भएकी,O
51,छिन्,O
51,।,O
52,आफ्नो,O
52,चुनावी,O
52,घोषणापत्र,O
52,मा,O
52,माओवादी,B-ORG
52,ले,O
52,पुरानो,O
52,नेपाल,B-LOC
52,का,O
52,दुई,O
52,पहाड,B-LOC
52,सामन्तवाद,O
52,र,O
52,साम्राज्यवाद,O
52,भन्ने,O
52,सूत्रवाक्य,O
52,मा,O
52,यही,O
52,वर्गीय,O
52,विचारधारात्मक,O
52,संश्लेषण,O
52,प्रस्तुत,O
52,गरे,O
52,को,O
52,छ,O
52,।,O
53,फर्केर,O
53,ज्योति,B-PER
53,ले,O
53,भारत,B-LOC
53,को,O
53,उपभोक्ता,O
53,संरक्ष्ँण,O
53,ऐन,O
53,नेपाली,O
53,मा,O
53,अनुवाद,O
53,गरे,O
53,यस,O
53,का,O
53,लागि,O
53,लबिङ्,O
53,गर्न,O
53,था,O
53,ले,O
53,।,O
54,भन्न,O
54,त,O
54,भट्टराई,B-PER
54,डाक्टर,O
54,साब,O
54,ले,O
54,युद्ध,O
54,को,O
54,विशिष्ट,O
54,स्तिथि,O
54,मा,O
54,त्यस्तै,O
54,हुन्छ,O
54,भन्लान्,O
54,तर,O
54,अरू,O
54,का,O
54,छोराछोरी,O
54,विद्यालय,O
54,नै,O
54,जान,O
54,नपाउने,O
54,र,O
54,सयौँ,O
54,निर्दोष,O
54,छोराछोरी,O
54,हरू,O
54,भटाभट,O
54,मारनिे,O
54,परपिञ्च,O
54,को,O
54,रचना,O
54,गर्दै,O
54,गर्दा,O
54,आफ्नी,O
54,छोरी,O
54,लाई,O
54,चाहिँ,O
54,सुरक्षित,O
54,र,O
54,स्तरीय,O
54,शिक्षादीक्षा,O
54,को,O
54,व्यवस्था,O
54,गर्ने,O
54,डाक्टर,O
54,साब,O
54,लाई,O
54,निश्चय,O
54,पनि,O
54,बेलाबेला,O
54,मा,O
54,आडम्बर,O
54,र,O
54,आत्मदोष,O
54,को,O
54,आगो,O
54,ले,O
54,पोल्छ,O
54,होला,O
54,।,O
55,र,O
55,त्यो,O
55,संस्था,O
55,दर्ता,O
55,भयो,O
55,हिमालयन,B-ORG
55,स्वास्थ्य,I-ORG
55,सेवा,I-ORG
55,का,O
55,नाम,O
55,मा,O
55,।,O
56,त्यसै,O
56,ले,O
56,अब,O
56,मधेस,B-LOC
56,को,O
56,राजनीति,O
56,क्षेत्रीय,O
56,सवाल,O
56,मा,O
56,मात्र,O
56,सीमित,O
56,रहेन,O
56,यो,O
56,राष्ट्रिय,O
56,राजनीति,O
56,को,O
56,केन्द्रीय,O
56,मुद्दा,O
56,बनेर,O
56,आए,O
56,को,O
56,छ,O
56,।,O
57,वर्षीय,O
57,चेनडेटोङ,B-PER
